protein,X2018_MARCH_5_UWPRQE_HATCHMICRO_01_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_03_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_04_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_05_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_06_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_07_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_08_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_09_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_10_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_11_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_12_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_13_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_14_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_15_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_16_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_17_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_18_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_19_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_20_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_21_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_22_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_23_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_24_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_25_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_26_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_27_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_28_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_29_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_30_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_31_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_32_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_33_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_34_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_35_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_36_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_37_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_38_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_39_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_40_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_41_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_42_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_43_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_44_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_45_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_46_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_47_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_48_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_49_NUMSPECSTOT,protein length,uniprot annotation,blastp e-value
gene_1774578|GeneMark.hmm|133_aa|-|96|497,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,2,2,2,0,0,2,2,0,0,0,2,0,2,0,0,2,0,0,133,Q39709.1,3.78E-15
gene_1774584|GeneMark.hmm|311_aa|-|101|1036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,P25083.1,2.81E-148
gene_1776291|GeneMark.hmm|84_aa|-|13565|13819,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,84,Q4G380.1,8.36E-57
gene_1776298|GeneMark.hmm|142_aa|+|22905|23333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,142,O78502.1,9.10E-81
gene_1776299|GeneMark.hmm|164_aa|+|23517|24011,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,0,0,0,0,4,0,3,0,0,1,0,0,164,Q4G368.1,3.62E-113
gene_1776323|GeneMark.hmm|408_aa|+|38489|39715,3,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,1,1,0,1,1,0,1,0,0,4,1,2,0,1,0,1,0,408,Q4G342.1,0
gene_1779657|GeneMark.hmm|355_aa|+|1|1068,0,2,0,0,3,1,6,5,5,6,2,2,2,2,4,2,5,5,2,4,5,1,4,6,5,3,3,0,3,1,2,1,1,0,3,3,3,6,3,3,7,0,3,3,7,8,4,2,355,Q2YLF8.1,7.33E-14
gene_1786352|GeneMark.hmm|1070_aa|+|26|3238,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1070,P38370.1,1.47E-14
gene_1786901|GeneMark.hmm|348_aa|-|13379|14425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,348,A9WGD2.1,1.69E-23
gene_1796597|GeneMark.hmm|284_aa|-|1|852,0,3,1,3,2,0,3,2,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,0,0,1,1,2,2,2,0,1,2,1,0,1,0,2,0,1,0,0,3,0,0,284,P31640.2,1.30E-49
gene_1800992|GeneMark.hmm|396_aa|+|1979|3169,4,0,1,0,1,0,1,0,2,2,2,1,1,1,2,1,0,1,1,1,1,1,3,3,1,3,0,2,1,0,1,1,1,0,1,1,2,3,0,0,1,2,0,1,2,0,3,1,396,Q4FLK5.1,0
gene_1805593|GeneMark.hmm|366_aa|+|197|1297,0,1,0,1,0,0,1,0,1,2,1,0,0,1,2,0,0,2,1,1,1,0,1,1,2,2,1,0,0,0,1,3,3,0,1,0,0,1,1,1,3,0,0,0,1,2,2,1,366,NA,NA
gene_1807157|GeneMark.hmm|122_aa|-|766|1134,2,2,1,4,3,0,3,2,1,0,2,1,0,0,0,1,0,2,4,1,0,0,0,2,1,1,1,0,3,0,3,5,4,0,1,3,1,0,2,0,3,0,3,1,1,1,1,2,122,Q1E5N0.1,3.26E-58
gene_1808424|GeneMark.hmm|259_aa|+|2|781,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,259,Q1QUN2.1,5.59E-06
gene_1809252|GeneMark.hmm|627_aa|-|738|2621,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,627,Q556J0.1,0
gene_1810240|GeneMark.hmm|467_aa|-|420|1823,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,467,P22263.1,7.81E-27
gene_1815000|GeneMark.hmm|644_aa|-|1|1932,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,644,Q8A1G1.1,1.13E-14
gene_1818027|GeneMark.hmm|458_aa|+|262|1638,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,458,B3PIS7.1,0
gene_182186|GeneMark.hmm|394_aa|+|1421|2605,0,4,4,4,3,0,6,3,6,3,2,2,1,3,4,4,2,3,3,1,3,3,3,5,7,5,4,0,3,0,2,5,5,0,4,5,3,5,3,3,5,0,1,1,6,6,3,4,394,Q8YJ23.2,8.55E-23
gene_1822343|GeneMark.hmm|76_aa|-|689|919,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76,NA,NA
gene_1823793|GeneMark.hmm|132_aa|-|3|398,0,3,1,3,3,0,3,2,2,5,0,1,0,1,1,1,1,2,2,1,1,0,1,2,2,2,1,0,2,1,2,3,2,0,1,2,1,0,1,0,1,0,1,0,0,3,0,0,132,P31640.2,2.24E-16
gene_1824561|GeneMark.hmm|251_aa|+|2147|2902,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,2,1,1,1,1,0,1,2,251,P68252.2,1.39E-97
gene_1831225|GeneMark.hmm|227_aa|-|212|895,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,P51266.1,2.98E-45
gene_1845989|GeneMark.hmm|418_aa|-|225|1481,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,NA,NA
gene_1848436|GeneMark.hmm|786_aa|-|136|2496,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,786,P48765.1,7.99E-47
gene_1848436|GeneMark.hmm|786_aa|-|136|2496,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,786,P48765.1,8.60E-11
gene_1851808|GeneMark.hmm|128_aa|-|297|683,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,128,O65731.1,2.90E-75
gene_1853869|GeneMark.hmm|761_aa|+|289336|291621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,761,P37426.1,0
gene_1859984|GeneMark.hmm|466_aa|-|1322|2722,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,466,A0RUM4.1,0
gene_186654|GeneMark.hmm|363_aa|-|1|1089,0,1,1,2,1,0,3,1,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,1,0,2,4,2,1,1,2,1,1,0,1,2,0,2,1,0,1,1,0,363,P46561.2,0
gene_186738|GeneMark.hmm|416_aa|-|2641|3891,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,416,P76223.2,3.04E-41
gene_1869366|GeneMark.hmm|332_aa|-|2|997,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,332,Q05045.1,2.25E-153
gene_187354|GeneMark.hmm|332_aa|+|5173|6171,0,1,0,1,0,0,3,0,1,3,0,0,0,1,2,1,0,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,332,O05252.2,1.01E-54
gene_187831|GeneMark.hmm|373_aa|+|3574|4695,0,8,4,5,4,1,8,3,10,10,5,9,6,8,8,8,8,7,5,8,8,3,5,10,11,9,7,0,5,2,4,6,5,2,7,5,5,10,6,10,7,0,6,4,11,12,6,7,373,NA,NA
gene_1884843|GeneMark.hmm|55_aa|+|2034|2201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,55,Q9GPM4.2,6.06E-16
gene_1887631|GeneMark.hmm|102_aa|+|820|1128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,P36405.2,2.02E-43
gene_1889779|GeneMark.hmm|182_aa|+|1|549,0,1,10,3,4,0,5,1,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,2,0,0,0,5,1,8,7,6,0,0,7,8,0,0,1,6,0,7,0,0,2,1,0,182,Q9M0V6.2,8.07E-84
gene_1890346|GeneMark.hmm|337_aa|-|2|1012,0,6,3,6,4,2,5,4,5,5,4,4,3,4,6,5,6,5,3,3,5,4,4,6,4,6,5,0,4,2,2,6,6,1,7,3,2,7,3,5,4,0,3,1,6,7,4,3,337,P38539.2,2.66E-98
gene_1894445|GeneMark.hmm|144_aa|-|833|1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,P38542.2,7.60E-81
gene_1894953|GeneMark.hmm|77_aa|-|15|248,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,2,2,0,77,P62169.1,1.08E-30
gene_1897029|GeneMark.hmm|364_aa|+|871|1965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,364,NA,NA
gene_1898001|GeneMark.hmm|244_aa|-|647|1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,244,Q40300.1,9.75E-29
gene_1900997|GeneMark.hmm|98_aa|+|27|323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,1,0,0,2,0,0,98,Q54JE3.1,9.40E-25
gene_1905387|GeneMark.hmm|108_aa|+|3|329,0,2,1,2,1,0,3,1,4,2,2,1,0,4,4,4,2,3,1,1,2,0,3,5,3,0,1,0,0,0,0,0,1,0,1,0,1,3,4,2,3,0,1,1,5,2,3,1,108,NA,NA
gene_1911412|GeneMark.hmm|318_aa|+|1801|2757,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,318,P34756.3,2.72E-06
gene_1916011|GeneMark.hmm|183_aa|-|1|549,0,1,1,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,1,4,4,0,0,2,2,0,0,0,1,0,0,0,1,2,4,0,183,NA,NA
gene_1919209|GeneMark.hmm|103_aa|-|3|311,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,103,O01358.1,3.15E-41
gene_1921554|GeneMark.hmm|276_aa|+|3834|4664,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,NA,NA
gene_1922460|GeneMark.hmm|441_aa|+|212|1537,0,0,1,2,2,0,0,0,2,0,2,1,0,0,0,1,3,1,0,2,0,1,0,0,1,0,2,1,1,0,3,2,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,441,P10126.3,0
gene_1927497|GeneMark.hmm|422_aa|-|1996|3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,422,NA,NA
gene_1932344|GeneMark.hmm|756_aa|-|162|2432,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,756,NA,NA
gene_194363|GeneMark.hmm|114_aa|-|3|344,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,114,NA,NA
gene_1947899|GeneMark.hmm|227_aa|-|207|890,0,6,7,6,4,0,6,7,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,4,0,0,0,4,0,5,6,9,0,0,5,5,0,0,0,8,0,5,0,0,7,0,0,227,Q39709.1,4.91E-22
gene_1948984|GeneMark.hmm|354_aa|+|1872|2936,0,2,0,3,0,0,0,0,0,1,0,1,0,1,1,2,1,2,1,1,1,0,1,1,2,1,0,0,1,0,1,3,5,0,2,1,1,1,2,1,2,0,1,0,3,3,2,2,354,Q3J1R2.1,5.77E-55
gene_1951510|GeneMark.hmm|155_aa|-|106|573,0,3,1,2,5,0,7,3,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,3,0,0,0,2,0,4,3,2,0,0,3,2,0,0,0,5,0,8,0,0,1,0,0,155,Q00433.2,1.62E-73
gene_1956046|GeneMark.hmm|461_aa|+|2434|3819,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,3,2,2,0,0,5,1,0,0,0,4,0,1,0,0,3,0,0,461,O78426.2,0
gene_1956063|GeneMark.hmm|819_aa|-|16334|18793,0,0,2,3,2,0,4,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,1,3,3,0,0,3,2,0,0,0,5,0,1,0,0,1,0,0,819,O78410.1,0
gene_1956068|GeneMark.hmm|67_aa|-|25107|25310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,P49475.1,4.08E-36
gene_1956071|GeneMark.hmm|509_aa|-|28597|30126,0,3,6,4,8,0,7,6,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,10,0,9,8,8,0,0,7,7,0,0,0,8,0,8,0,0,6,1,0,509,O78511.1,0
gene_1956074|GeneMark.hmm|409_aa|-|31078|32307,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,2,1,1,0,409,A6MW28.1,0
gene_1956103|GeneMark.hmm|81_aa|-|49131|49376,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,81,P29189.1,2.98E-49
gene_1956104|GeneMark.hmm|752_aa|+|50103|52361,0,1,3,1,3,0,5,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,2,0,0,0,4,0,2,3,2,0,0,5,4,0,0,0,3,0,2,0,0,1,0,0,752,O78508.1,0
gene_1956108|GeneMark.hmm|163_aa|-|56575|57066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,163,O78502.1,2.33E-96
gene_1956114|GeneMark.hmm|318_aa|-|60160|61116,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,318,A6MVY3.1,0
gene_1956144|GeneMark.hmm|188_aa|+|95886|96452,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,188,O78457.1,6.91E-98
gene_1956145|GeneMark.hmm|163_aa|+|97351|97842,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,163,O78454.1,3.75E-91
gene_1956149|GeneMark.hmm|139_aa|-|102033|102452,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,139,P14960.1,7.47E-88
gene_1956150|GeneMark.hmm|488_aa|-|102537|104003,0,11,13,15,18,0,17,12,0,0,0,0,1,0,0,0,1,18,13,0,0,1,0,0,12,0,0,0,13,0,19,11,14,0,0,15,14,0,0,1,19,0,17,1,0,11,1,0,488,A6MVT9.1,0
gene_1961937|GeneMark.hmm|779_aa|-|1616|3955,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,779,A4XSY1.1,0
gene_1964816|GeneMark.hmm|78_aa|-|1063|1299,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,78,P58575.1,6.51E-35
gene_1968141|GeneMark.hmm|392_aa|+|577|1755,0,0,0,5,0,0,3,0,1,0,0,0,2,2,1,2,1,3,1,1,2,2,1,1,1,1,1,2,2,1,3,1,5,1,1,2,1,2,1,2,3,1,1,1,2,2,1,2,392,Q92263.1,2.37E-140
gene_1968852|GeneMark.hmm|1361_aa|+|4239|8324,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,2,0,3,1,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1361,Q21M93.1,0
gene_1970870|GeneMark.hmm|71_aa|+|399|614,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,3,0,0,0,2,0,1,0,0,0,0,0,71,P52783.1,1.21E-27
gene_1970986|GeneMark.hmm|551_aa|-|91750|93405,0,3,2,3,2,0,1,4,0,3,0,0,1,0,1,0,0,3,2,0,0,1,2,0,2,6,0,0,0,0,2,4,2,0,0,3,2,0,0,0,3,0,1,0,0,1,2,0,551,A6VWY0.1,0
gene_1971434|GeneMark.hmm|74_aa|+|538|762,1,4,3,6,10,0,6,2,2,2,1,4,1,2,0,1,1,6,1,3,0,2,0,5,4,1,2,0,5,2,14,8,6,2,3,3,2,0,0,0,3,0,14,0,3,3,1,2,74,P51423.2,2.20E-48
gene_1971858|GeneMark.hmm|161_aa|-|1|483,0,1,0,0,1,0,3,1,4,1,1,1,0,1,1,0,1,2,0,2,1,0,1,2,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,2,0,0,0,5,1,1,3,161,NA,NA
gene_1973553|GeneMark.hmm|61_aa|-|1|183,0,1,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,61,A5GW73.1,8.88E-21
gene_1977173|GeneMark.hmm|293_aa|-|1012|1893,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,293,NA,NA
gene_1978328|GeneMark.hmm|1172_aa|+|27886|31404,0,4,1,0,1,0,4,2,0,2,0,0,0,0,0,0,0,7,1,1,0,1,0,0,9,0,1,0,1,0,2,3,2,0,0,1,1,0,0,0,4,0,3,0,1,8,2,0,1172,Q8A1G1.1,2.16E-96
gene_1978329|GeneMark.hmm|470_aa|+|31422|32834,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,470,Q8A1G2.1,2.12E-08
gene_1981110|GeneMark.hmm|159_aa|+|444|923,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159,NA,NA
gene_1981843|GeneMark.hmm|303_aa|-|120|1031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,303,NA,NA
gene_1982837|GeneMark.hmm|303_aa|-|120|1031,0,2,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,303,NA,NA
gene_1984054|GeneMark.hmm|315_aa|-|5197|6144,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,315,NA,NA
gene_1984530|GeneMark.hmm|363_aa|-|3412|4503,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,Q9F9B2.1,1.39E-138
gene_1991638|GeneMark.hmm|281_aa|-|256|1101,10,1,1,1,0,0,1,0,0,2,1,0,0,0,3,0,0,0,1,1,2,1,3,0,1,2,0,9,0,0,0,1,0,0,2,0,0,3,1,0,1,12,0,1,2,0,3,0,281,B4RYQ8.1,0
